ticker,company_name,median_worker_pay,pay_ratio,ceo_name,salary,industry,sector,fullTimeEmployees,longBusinessSummary,totalRevenue,grossProfits,freeCashflow,operatingCashflow
IRT,"Independence Realty Trust, Inc.",55669,81,Scott Schaeffer,4517543,REIT—Residential,Real Estate,923.0,"Independence Realty Trust, Inc. (NYSE: IRT) is a real estate investment trust that owns and operates multifamily apartment properties across non-gateway U.S. markets, including Atlanta, Louisville, Memphis, and Raleigh. IRT's investment strategy is focused on gaining scale within key amenity rich submarkets that offer good school districts, high-quality retail and major employment centers. IRT aims to provide stockholders attractive risk-adjusted returns through diligent portfolio management, strong operational performance, and a consistent return on capital through distributions and capital appreciation.",638824000.0,372217000.0,228596880.0,255868000.0
JBGS,JBG SMITH Properties,85139,189,W. Kelly,16099515,REIT—Office,Real Estate,912.0,"JBG SMITH is an S&P 400 company that owns, operates, invests in and develops a dynamic portfolio of high-growth mixed-use properties in and around Washington, DC. Through an intense focus on placemaking, JBG SMITH cultivates vibrant, amenity-rich, walkable neighborhoods throughout the Capital region, including National Landing where it serves as the exclusive developer for Amazon's new headquarters. JBG SMITH's portfolio currently comprises 20.7 million square feet of high-growth office, multifamily and retail assets, 98% at our share of which are Metro-served. It also maintains a development pipeline encompassing 17.1 million square feet of mixed-use development opportunities.",607694976.0,300995000.0,273108384.0,178036992.0
JLL,Jones Lang LaSalle Incorporated,60300,213,Christian Ulbrich,12856819,Real Estate Services,Real Estate,103300.0,"Jones Lang LaSalle Incorporated, a professional services company, provides real estate and investment management services in Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company offers a range of real estate services, including agency leasing, tenant representation, property management, advisory, and consulting services; and capital market services, such as equity and debt advisory, loan sales, equity advisory, loan servicing, merger and acquisition, corporate advisory, and investment sales and advisory services. It also provides on-site management services for office, industrial, retail, multifamily residential, and various other properties; integrated facilities management services; designing, building, management, and consulting services to tenants of leased space, owners in self-occupied buildings, and owners of real estate investments; and advisory, consulting, valuation, and energy and sustainability services. In addition, the company offers investment management services to institutional and retail investors, including high-net-worth individuals. It provides its services to real estate owners, occupiers, investors, and developers for various property types, including critical environments and data centers, offices, industrial and warehouses, residential properties, infrastructure projects, retail and shopping malls, logistics, and military housing and transportation centers; and hotels and hospitality, cultural, educational, government, healthcare and laboratory, and sports facilities. The company was formerly known as LaSalle Partners Incorporated and changed its name to Jones Lang LaSalle Incorporated in March 1999. Jones Lang LaSalle Incorporated was incorporated in 1997 and is headquartered in Chicago, Illinois.",0.0,11211800000.0,0.0,0.0
JOE,The St. Joe Company,106361,13,Jorge Gonzalez,1383478,Real Estate—Diversified,Real Estate,680.0,"The St. Joe Company, together with its subsidiaries, operates as a real estate development, asset management, and operating company in Northwest Florida. It operates through three segments: Residential, Hospitality, and Commercial. The Residential segment plans and develops residential communities of various sizes for homebuilders or retail consumers. It primarily sells developed homesites, completed homes, parcels of entitled or undeveloped land or homesites, and a homesite residual on homebuilder, as well as offers title insurance and marketing services. The Hospitality segment owns and operates a private membership club, golf courses, beach clubs, retail outlets, marinas, and other entertainment assets. This segment also engages in the hotel, food and beverage, and gulf-front vacation rental operations, as well as provides management services. The Commercial segment engages in leasing of commercial property, multi-family, a senior living community, and other assets. This segment also plans, develops, entitles, manages, and sells commercial and rural land holdings for retail, office, hotel, senior living, multi-family, self-storage, and industrial uses; and grows and sells pulpwood, sawtimber, and other forest products. The St. Joe Company was incorporated in 1936 and is based in Panama City Beach, Florida.",260440992.0,106423000.0,73946496.0,47580000.0
KIM,Kimco Realty Corporation,108000,97,Conor Flynn,10488138,REIT—Retail,Real Estate,639.0,"Kimco Realty (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is North America's largest publicly traded owner and operator of open-air, grocery-anchored shopping centers, and a growing portfolio of mixed-use assets. The company's portfolio is primarily concentrated in the first-ring suburbs of the top major metropolitan markets, including those in high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities, with a tenant mix focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Kimco Realty is also committed to leadership in environmental, social and governance (ESG) issues and is a recognized industry leader in these areas. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value enhancing redevelopment activities for more than 60 years. As of December 31, 2022, the company owned interests in 532 U.S. shopping centers and mixed-use assets comprising 91 million square feet of gross leasable space.",1743326976.0,1196777000.0,0.0,0.0
KRC,Kilroy Realty Corporation,197820,67,John Kilroy Jr.,13132136,REIT—Office,Real Estate,259.0,"Kilroy Realty Corporation (NYSE: KRC, the company, Kilroy) is a leading U.S. landlord and developer, with operations in San Diego, Greater Los Angeles, the San Francisco Bay Area, the Pacific Northwest and Austin, Texas. The company has earned global recognition for sustainability, building operations, innovation and design. As pioneers and innovators in the creation of a more sustainable real estate industry, the company's approach to modern business environments helps drive creativity and productivity for some of the world's leading technology, entertainment, life science and business services companies. The company is a publicly traded real estate investment trust (REIT) and member of the S&P MidCap 400 Index with more than seven decades of experience developing, acquiring and managing office, life science and mixed-use projects. As of December 31, 2022, Kilroy's stabilized portfolio totaled approximately 16.2 million square feet of primarily office and life science space that was 91.6% occupied and 92.9% leased. The company also had more than 1,000 residential units in Hollywood and San Diego, which had a quarterly average occupancy of 93.3%. In addition, the company had two in-process life science redevelopment projects with total estimated redevelopment costs of $80.0 million, totaling approximately 100,000 square feet, and three in-process development projects with an estimated total investment of $1.7 billion, totaling approximately 1.7 million square feet of office and life science space. The in-process development and redevelopment office and life science space is 36% leased.",1124288000.0,775930000.0,537717888.0,595712000.0
KRG,Kite Realty Group Trust,93118,62,John Kite,5815004,REIT—Retail,Real Estate,236.0,"Kite Realty Group Trust (NYSE: KRG) is a real estate investment trust (REIT) headquartered in Indianapolis, IN that is one of the largest publicly traded owners and operators of open-air shopping centers and mixeduse assets. The Company's primarily grocery-anchored portfolio is located in high-growth Sun Belt and select strategic gateway markets. The combination of necessity-based grocery-anchored neighborhood and community centers, along with vibrant mixed-use assets makes the KRG portfolio an ideal mix for both retailers and consumers. Publicly listed since 2004, KRG has nearly 60 years of experience in developing, constructing and operating real estate. Using operational, investment, development, and redevelopment expertise, KRG continuously optimizes its portfolio to maximize value and return to shareholders. As of December  31, 2022, the Company owned interests in 183 U.S. open-air shopping centers and mixed-use assets, comprising approximately 28.8 million square feet of gross leasable space.",814355008.0,590190000.0,0.0,0.0
KW,"Kennedy-Wilson Holdings, Inc.",240000,74,William McMorrow,16197278,Real Estate Services,Real Estate,230.0,"Kennedy-Wilson Holdings, Inc., together with its subsidiaries, operates as a real estate investment company. The company owns, operates, and invests in real estate both on its own and through its investment management platform. It focuses on multifamily and office properties located in the Western United States, the United Kingdom, Ireland, Spain, Italy, and Japan. The company had ownership interests in multifamily units, office space, retail and industrial space, and a hotel. It is also involved in the development, redevelopment, and entitlement of real estate properties. The company was founded in 1977 and is headquartered in Beverly Hills, California.",0.0,418400000.0,0.0,0.0
LAMR,Lamar Advertising Company,65264,91,Sean Reilly,5934758,REIT—Specialty,Real Estate,3500.0,"Founded in 1902, Lamar Advertising (Nasdaq: LAMR) is one of the largest outdoor advertising companies in North America, with over 352,000 displays across the United States and Canada. Lamar offers advertisers a variety of billboard, interstate logo, transit and airport advertising formats, helping both local businesses and national brands reach broad audiences every day. In addition to its more traditional out-of-home inventory, Lamar is proud to offer its customers the largest network of digital billboards in the United States with approximately 3,800 displays.",0.0,1369167000.0,0.0,0.0
LSI,"Life Storage, Inc.",35260,147,Joseph Saffire,5168691,REIT—Industrial,Real Estate,2508.0,"Life Storage, Inc. is a self-administered and self-managed equity REIT that is in the business of acquiring and managing self-storage facilities. Located in Buffalo, New York, the Company operates more than 1,150 storage facilities in 37 states and the District of Columbia. The Company serves both residential and commercial storage customers with storage units rented by month. Life Storage consistently provides responsive service to more than 675,000 customers, making it a leader in the industry.",0.0,738651000.0,0.0,0.0
LTC,"LTC Properties, Inc.",215663,20,Wendy Simpson,4204139,REIT—Healthcare Facilities,Real Estate,24.0,"LTC is a real estate investment trust (REIT) investing in seniors housing and health care properties primarily through sale-leasebacks, mortgage financing, joint-ventures and structured finance solutions including preferred equity and mezzanine lending. LTC's investment portfolio includes 215 properties in 29 states with 31 operating partners. Based on its gross real estate investments, LTC's investment portfolio is comprised of approximately 50% seniors housing and 50% skilled nursing properties.",178880992.0,155796000.0,-67204624.0,105057000.0
LXP,LXP Industrial Trust,153100,52,T. Eglin,7994185,REIT—Industrial,Real Estate,66.0,"LXP Industrial Trust (NYSE: LXP) is a publicly traded real estate investment trust (REIT) focused on single-tenant industrial real estate investments across the United States. LXP seeks to expand its industrial portfolio through acquisitions, build-to-suit transactions, sale-leaseback transactions, development projects and other transactions.",0.0,266375000.0,0.0,0.0
MAA,"Mid-America Apartment Communities, Inc.",52777,145,H. Bolton,7667655,REIT—Residential,Real Estate,2387.0,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities primarily in the Southeast, Southwest and Mid-Atlantic regions of the United States. As of September 30, 2022, MAA had ownership interest in 101,769 apartment units, including communities currently in development, across 16 states and the District of Columbia.",2072820992.0,1230709000.0,954769152.0,1097165952.0
MAC,The Macerich Company,92618,89,Thomas O'Hern,8246379,REIT—Retail,Real Estate,650.0,"Macerich is a fully integrated, self-managed and self-administered real estate investment trust (REIT). As a leading owner, operator, and developer of high-quality retail real estate in densely populated and attractive U.S. markets, Macerich's portfolio is concentrated in California, the Pacific Northwest, Phoenix/Scottsdale, and the Metro New York to Washington, D.C. corridor. Developing and managing properties that serve as community cornerstones, Macerich currently owns 47 million square feet of real estate consisting primarily of interests in 44 regional town centers (many of which include mixed-uses). Macerich is firmly dedicated to advancing environmental goals, social good and sound corporate governance. A recognized leader in sustainability, Macerich has achieved a #1 GRESB ranking for U.S. Retail, Retail Centers.",0.0,475158000.0,0.0,0.0
MMI,"Marcus & Millichap, Inc.",74425,111,Hessam Nadji,8224777,Real Estate Services,Real Estate,887.0,"Marcus & Millichap, Inc., an investment brokerage company, provides real estate investment brokerage and financing services to sellers and buyers of commercial real estate in the United States and Canada. The company offers commercial real estate investment sales, financing, research, and advisory services for multifamily, retail, office, industrial, single-tenant net lease, seniors housing, self-storage, hospitality, medical office, and manufactured housing, as well as capital markets. It also operates as a financial intermediary that provides commercial real estate capital markets solutions, including senior debt, mezzanine debt, joint venture, and preferred equity, as well as loan sales and consultative/due diligence services to commercial real estate owners, developers, investors, and capital providers. In addition, the company provides various ancillary services, which includes opinions of value, operating and financial performance benchmarking analysis, specific asset buy-sell strategies, market and submarket analysis and ranking, portfolio strategies by property type, market strategy, development and redevelopment feasibility studies, and other services for developers, lenders, owners, real estate investment trusts, high-net-worth individuals, pension fund advisors, and other institutions. Marcus & Millichap, Inc. was founded in 1971 and is headquartered in Calabasas, California.",0.0,450816000.0,0.0,0.0
MPW,"Medical Properties Trust, Inc.",173092,98,Edward Aldag Jr.,17036629,REIT—Healthcare Facilities,Real Estate,119.0,"Medical Properties Trust, Inc. is a self-advised real estate investment trust formed in 2003 to acquire and develop net-leased hospital facilities. From its inception in Birmingham, Alabama, the Company has grown to become one of the world's largest owners of hospital real estate with 444 facilities and approximately 44,000 licensed beds in ten countries and across four continents. MPT's financing model facilitates acquisitions and recapitalizations and allows operators of hospitals to unlock the value of their real estate assets to fund facility improvements, technology upgrades and other investments in operations.",1528076032.0,1537954000.0,0.0,0.0
NHI,"National Health Investors, Inc.",341618,8,Eric Mendelsohn,2567353,REIT—Healthcare Facilities,Real Estate,25.0,"Incorporated in 1991, National Health Investors, Inc. (NYSE: NHI) is a real estate investment trust specializing in sale, leasebacks, joint-ventures, senior housing operating partnerships, and mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments. NHI's portfolio consists of independent living, assisted living and memory care communities, entrance-fee retirement communities, skilled nursing facilities, and specialty hospitals.",278763008.0,268975000.0,194095248.0,185340000.0
NMRK,"Newmark Group, Inc.",86497,146,Barry Gosin,12613061,Real Estate Services,Real Estate,6300.0,"Newmark Group, Inc. provides commercial real estate services in the United States and internationally. The company's investor/owner services and products include capital markets, such as investment, debt and structured finance, and loan sales; agency leasing, property management, and valuation and advisory; and commercial real estate due diligence consulting and advisory services, as well as government sponsored enterprise lending, loan servicing, mortgage broking, and equity-raising services. Its occupier services and products comprise tenant representation; real estate management technology systems; workplace and occupancy strategy; global corporate consulting; project management; account and transaction management; and lease administration and facilities management services. The company provides its services to commercial real estate tenants, investors, owners, occupiers, and developers, as well as lenders and multi-national corporations. It operated offices on various continents. The company was formerly known as Newmark Knight Frank and changed its name to Newmark Group, Inc. in October 2017. Newmark Group, Inc. was founded in 1929 and is based in New York, New York. Newmark Group, Inc. operates as a subsidiary of Cantor Fitzgerald, L.P.",0.0,2705527000.0,0.0,0.0
NNN,"National Retail Properties, Inc.",99690,78,Julian Whitehurst,7785586,REIT—Retail,Real Estate,77.0,"NNN REIT, Inc invests primarily in high-quality retail properties subject generally to long-term, net leases. As of December 31, 2022, the company owned 3,411 properties in 48 states with a gross leasable area of approximately 35.0 million square feet and with a weighted average remaining lease term of 10.4 years.",0.0,746772000.0,0.0,0.0
NSA,National Storage Affiliates Trust,29115,109,Tamara Fischer,3175600,REIT—Industrial,Real Estate,1155.0,"National Storage Affiliates Trust is a Maryland real estate investment trust focused on the ownership, operation and acquisition of self storage properties located within the top 100 metropolitan statistical areas throughout the United States. As of September 30, 2020, the Company held ownership interests in and operated 788 self storage properties located in 35 states and Puerto Rico with approximately 49.5 million rentable square feet. NSA is one of the largest owners and operators of self storage properties among public and private companies in the United States.",830123008.0,605544000.0,0.0,0.0
NXRT,"NexPoint Residential Trust, Inc.",125293,20,James Dondero,2473496,REIT—Residential,Real Estate,3.0,"NexPoint Residential Trust is a publicly traded REIT, with its shares listed on the New York Stock Exchange under the symbol ""NXRT,"" primarily focused on acquiring, owning and operating well-located middle-income multifamily properties with ""value-add"" potential in large cities and suburban submarkets of large cities, primarily in the Southeastern and Southwestern United States. NXRT is externally advised by NexPoint Real Estate Advisors, L.P., an affiliate of NexPoint Advisors, L.P., an SEC-registered investment advisor, which has extensive real estate experience.",272392992.0,153185000.0,23123124.0,98337000.0
O,Realty Income Corporation,136304,94,Sumit Roy,12861011,REIT—Retail,Real Estate,391.0,"Realty Income, The Monthly Dividend Company, is an S&P 500 company and member of the S&P 500 Dividend Aristocrats index. We invest in people and places to deliver dependable monthly dividends that increase over time. The company is structured as a real estate investment trust (""REIT""), and its monthly dividends are supported by the cash flow from over 12,200 real estate properties primarily owned under long-term net lease agreements with commercial clients. To date, the company has declared 632 consecutive monthly dividends on its shares of common stock throughout its 54-year operating history and increased the dividend 119th times since Realty Income's public listing in 1994 (NYSE: O).",0.0,3110903000.0,0.0,0.0
OFC,Corporate Office Properties Trust,109360,50,Stephen Budorick,5502562,REIT—Office,Real Estate,395.0,"COPT is a REIT that owns, manages, leases, develops and selectively acquires office and data center properties. The majority of its portfolio is in locations that support the United States Government and its contractors, most of whom are engaged in national security, defense and information technology (IT) related activities servicing what the Company believes are growing, durable, priority missions (Defense/IT Locations). The Company also owns a portfolio of office properties located in select urban submarkets in the Greater Washington, DC/Baltimore region with durable Class-A office fundamentals and characteristics (Regional Office Properties). As of December 31, 2022, the Company derived 91% of its core portfolio annualized rental revenue from Defense/IT Locations and 9% from its Regional Office Properties. As of the same date and including 21 properties owned through unconsolidated joint ventures, COPT's core portfolio of 192 properties encompassed 22.8 million square feet and was 95.3% leased.",711841984.0,363380000.0,0.0,0.0
OHI,"Omega Healthcare Investors, Inc.",203435,51,C. Pickett,10374954,REIT—Healthcare Facilities,Real Estate,52.0,"Omega is a REIT that invests in the long-term healthcare industry, primarily in skilled nursing and assisted living facilities. Its portfolio of assets is operated by a diverse group of healthcare companies, predominantly in a triple-net lease structure. The assets span all regions within the U.S., as well as in the U. K.",0.0,794081000.0,0.0,0.0
OLP,"One Liberty Properties, Inc.",291000,6,Patrick Callan Jr.,1808489,REIT—Diversified,Real Estate,10.0,"One Liberty is a self-administered and self-managed real estate investment trust incorporated in Maryland in 1982. The Company acquires, owns and manages a geographically diversified portfolio consisting primarily of industrial and retail properties. Many of these properties are subject to long term net leases under which the tenant is typically responsible, directly or indirectly for the property's real estate taxes, insurance and ordinary maintenance and repairs.",0.0,77083000.0,0.0,0.0
OUT,OUTFRONT Media Inc.,74458,125,Jeremy Male,9324032,REIT—Specialty,Real Estate,2357.0,"OUTFRONT leverages the power of technology, location and creativity to connect brands with consumers outside of their homes through one of the largest and most diverse sets of billboard, transit, and mobile assets in North America. Through its technology platform, OUTFRONT will fundamentally change the ways advertisers engage audiences on-the-go.",0.0,860700000.0,0.0,0.0
PCH,PotlatchDeltic Corporation,62936,90,Eric Cremers,5690852,REIT—Specialty,Real Estate,1330.0,"PotlatchDeltic (Nasdaq: PCH) is a leading Real Estate Investment Trust (REIT) that owns nearly 2.2 million acres of timberlands in Alabama, Arkansas, Georgia, Idaho, Louisiana, Mississippi and South Carolina. Through its taxable REIT subsidiary, the company also operates six sawmills, an industrial-grade plywood mill, a residential and commercial real estate development business and a rural timberland sales program. PotlatchDeltic, a leader in sustainable forest management, is committed to environmental and social responsibility and to responsible governance.",1177392000.0,523958000.0,221821120.0,300740992.0
PDM,"Piedmont Office Realty Trust, Inc.",122622,29,Christopher Smith,3560678,REIT—Office,Real Estate,149.0,"Piedmont Office Realty Trust, Inc. (NYSE: PDM) is an owner, manager, developer, redeveloper, and operator of high-quality, Class A office properties located primarily in major U.S. Sunbelt markets. Its approximately $5 billion portfolio is currently comprised of approximately 17 million square feet. The Company is a fully integrated, self-managed real estate investment trust (REIT) with local management offices in each of its markets and is investment-grade rated by S&P Global Ratings (BBB) and Moody's (Baa2). Piedmont is a 2022 ENERGY STAR Partner of the Year.",569984000.0,337708000.0,257705120.0,215764000.0
PEAK,"Healthpeak Properties, Inc.",177521,66,Thomas Herzog,11713883,REIT—Healthcare Facilities,Real Estate,199.0,"Healthpeak Properties, Inc. is a fully integrated real estate investment trust (""REIT"") and S&P 500 company. Healthpeak owns and develops high-quality real estate in the three private-pay healthcare asset classes of Life Science, Medical Office and CCRC. At Healthpeak, we pair our deep understanding of the healthcare real estate market with a strong vision for long-term growth.",2088483968.0,1194700000.0,1026434240.0,879998976.0
PEB,Pebblebrook Hotel Trust,161089,70,Jon Bortz,11273094,REIT—Hotel & Motel,Real Estate,58.0,"Pebblebrook Hotel Trust (NYSE: PEB) is a publicly traded real estate investment trust (""REIT"") and the largest owner of urban and resort lifestyle hotels in the United States. The Company owns 53 hotels, totaling approximately 13,200 guestrooms across 14 urban and resort markets, with a focus on the west coast gateway cities.",1439542016.0,382283000.0,209382000.0,286142016.0
PECO,"Phillips Edison & Company, Inc.",106942,82,Jeffrey Edison,8807044,REIT—Retail,Real Estate,290.0,"Phillips Edison & Company, Inc. (PECO), an internally-managed REIT, is one of the nation's largest owners and operators of grocery-anchored shopping centers. PECO's diversified portfolio of well-occupied neighborhood shopping centers features a mix of national and regional retailers selling necessity-based goods and services in fundamentally strong markets throughout the United States. Through its vertically-integrated operating platform, the Company manages a portfolio of 309 properties, including 283 wholly-owned properties comprising approximately 31.7 million square feet across 31 states (as of September 30, 2020). PECO has generated strong operating results over its 29+ year history and has partnered with leading institutional commercial real estate investors, including TPG Real Estate and The Northwestern Mutual Life Insurance Company. The Company remains exclusively focused on creating great grocery-anchored shopping experiences and improving the communities it serves one center at a time.",0.0,412149000.0,0.0,0.0
PGRE,"Paramount Group, Inc.",87636,111,Albert Behler,9746050,REIT—Office,Real Estate,326.0,"Headquartered in New York City, Paramount Group, Inc. is a fully-integrated real estate investment trust that owns, operates, manages, acquires and redevelops high-quality, Class A office properties located in select central business district submarkets of New York City and San Francisco. Paramount is focused on maximizing the value of its portfolio by leveraging the sought-after locations of its assets and its proven property management capabilities to attract and retain high-quality tenants.",0.0,408465000.0,0.0,0.0
PK,"Park Hotels & Resorts, Inc.",249093,38,Thomas Baltimore Jr.,9412399,REIT—Hotel & Motel,Real Estate,91.0,"Park is the second largest publicly traded lodging REIT with a diverse portfolio of market-leading hotels and resorts with significant underlying real estate value. Park's portfolio currently consists of 60 premium-branded hotels and resorts with over 33,000 rooms primarily located in prime city center and resort locations.",2684999936.0,753000000.0,0.0,0.0
PLD,"Prologis, Inc.",114183,218,Hamid Moghadam,24901490,REIT—Industrial,Real Estate,2466.0,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. As of December 31, 2022, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (113 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,600 customers principally across two major categories: business-to-business and retail/online fulfillment.",6832840192.0,4775470000.0,0.0,0.0
PSA,Public Storage,28787,360,Joseph Russell,10358153,REIT—Industrial,Real Estate,5900.0,"Public Storage, a member of the S&P 500 and FT Global 500, is a REIT that primarily acquires, develops, owns, and operates self-storage facilities. At December 31, 2022, we had: (i) interests in 2,869 self-storage facilities located in 40 states with approximately 204 million net rentable square feet in the United States and (ii) a 35% common equity interest in Shurgard Self Storage Limited (Euronext Brussels:SHUR), which owned 266 self-storage facilities located in seven Western European nations with approximately 15 million net rentable square feet operated under the Shurgard brand. Our headquarters are located in Glendale, California.",0.0,3187137000.0,0.0,0.0
RDFN,Redfin Corporation,69425,4,Glenn Kelman,299341,Real Estate Services,Real Estate,5572.0,"Redfin Corporation operates as a residential real estate brokerage company in the United States and Canada. The company operates an online real estate marketplace and provides real estate services, including assisting individuals in the purchase or sell of home. It also provides title and settlement services; and originates and sells mortgages. The company was formerly known as Appliance Computing Inc. and changed its name to Redfin Corporation in May 2006. Redfin Corporation was incorporated in 2002 and is headquartered in Seattle, Washington.",0.0,286053000.0,0.0,0.0
REG,Regency Centers Corporation,111237,63,Lisa Palmer,7026315,REIT—Retail,Real Estate,440.0,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",0.0,925155000.0,0.0,0.0
RHP,"Ryman Hospitality Properties, Inc.",28191,396,Colin Reed,11176606,REIT—Hotel & Motel,Real Estate,689.0,"Ryman Hospitality Properties, Inc. (NYSE: RHP) is a leading lodging and hospitality real estate investment trust that specializes in upscale convention center resorts and leading entertainment experiences. RHP's core holdings, Gaylord Opryland Resort & Convention Center; Gaylord Palms Resort & Convention Center; Gaylord Texan Resort & Convention Center; Gaylord National Resort & Convention Center; and Gaylord Rockies Resort & Convention Center, are five of the top ten largest non-gaming convention center hotels in the United States based on total indoor meeting space. Our Hospitality segment is comprised of these convention center resorts operating under the Gaylord Hotels brand, along with two adjacent ancillary hotels, which are managed by Marriott International and represent a combined total of 10,412 rooms and more than 2.8 million square feet of total indoor and outdoor meeting space in top convention and leisure destinations across the country. RHP also owns a 70% controlling ownership interest in Opry Entertainment Group (OEG), which is composed of entities owning a growing collection of iconic and emerging country music brands, including the Grand Ole Opry, Ryman Auditorium, WSM 650 AM, Ole Red and Circle, a country lifestyle media network RHP owns in a joint venture with Gray Television, Nashville-area attractions, and Block 21, a mixed-use entertainment, lodging, office and retail complex, including the W Austin Hotel and the ACL Live at Moody Theater, located in downtown Austin, Texas. RHP operates OEG as its Entertainment segment, in a taxable REIT subsidiary, and its results are consolidated in the Company's financial results.",0.0,623882000.0,0.0,0.0
RLGY,"Anywhere Real Estate, Inc.",71694,176,Ryan Schneider,12619247,Issue,Issue,0.0,Issue,0.0,0.0,0.0,0.0
RLJ,RLJ Lodging Trust,153744,106,Leslie Hale,16300593,REIT—Hotel & Motel,Real Estate,76.0,"RLJ Lodging Trust is a self-advised, publicly traded real estate investment trust that owns primarily premium-branded, high-margin, focused-service and compact full-service hotels. The Company's portfolio consists of 103 hotels with approximately 22,570 rooms, located in 23 states and the District of Columbia and an ownership interest in one unconsolidated hotel with 171 rooms.",0.0,363060000.0,0.0,0.0
RMAX,"RE/MAX Holdings, Inc.",101792,44,Adam Contos,4439971,Real Estate Services,Real Estate,594.0,"RE/MAX Holdings, Inc. operates as a franchisor of real estate and mortgage brokerage services in the United States, Canada, and internationally. It operates through Real Estate, Mortgage, and Marketing Funds segments. The company offers real estate brokerage franchising services under the RE/MAX brand; mortgage brokerage services to real estate brokers, real estate professionals, mortgage professionals, and other investors under the Motto Mortgage brand; and mortgage loan processing software and services under the wemlo brand. It also provides kvCORE platform, which integrates a suite of digital products that enables agents, brokers, and teams to establish and manage client relationships; and RE/MAX University platform, a learning hub designed to help each agent in their professional expertise. The company was founded in 1973 and is headquartered in Denver, Colorado.",0.0,263067000.0,0.0,0.0
ROIC,Retail Opportunity Investments Corp.,172475,37,Stuart Tanz,6306609,REIT—Retail,Real Estate,70.0,"Retail Opportunity Investments Corp. (NASDAQ: ROIC), is a fully-integrated, self-managed real estate investment trust (REIT) that specializes in the acquisition, ownership and management of grocery-anchored shopping centers located in densely populated, metropolitan markets across the West Coast. As of September 30, 2020, ROIC owned 88 shopping centers encompassing approximately 10.1 million square feet. ROIC is the largest publicly-traded, grocery-anchored shopping center REIT focused exclusively on the West Coast. ROIC is a member of the S&P SmallCap 600 Index and has investment-grade corporate debt ratings from Moody's Investor Services, S&P Global Ratings, and Fitch Ratings, Inc.",315752000.0,227221000.0,132766128.0,145699008.0
RPT,RPT Realty,87321,72,Brian Harper,6261712,REIT—Retail,Real Estate,138.0,"RPT Realty owns and operates a national portfolio of open-air shopping destinations principally located in top U.S. markets. The Company's shopping centers offer diverse, locally-curated consumer experiences that reflect the lifestyles of their surrounding communities and meet the modern expectations of the Company's retail partners. The Company is a fully integrated and self-administered REIT publicly traded on the New York Stock Exchange (the NYSE). The common shares of the Company, par value $0.01 per share (the common shares) are listed and traded on the NYSE under the ticker symbol RPT. As of December 31, 2022, the Company's property portfolio (the ""aggregate portfolio"") consisted of 44 wholly-owned shopping centers, 13 shopping centers owned through its grocery anchored joint venture, 48 retail properties owned through its net lease joint venture and one net lease retail property that was held for sale by the Company, which together represent 15.0 million square feet of gross leasable area (GLA). As of December 31, 2022, the Company's pro-rata share of the aggregate portfolio was 93.8% leased.",0.0,157719000.0,0.0,0.0
RYN,Rayonier Inc.,107896,49,David Nunes,5316481,REIT—Specialty,Real Estate,419.0,"Rayonier is a leading timberland real estate investment trust with assets located in some of the most productive softwood timber growing regions in the United States and New Zealand. As of December 31, 2022, Rayonier owned or leased under long-term agreements approximately 2.8 million acres of timberlands located in the U.S. South (1.92 million acres), U.S. Pacific Northwest (474,000 acres) and New Zealand (417,000 acres).",0.0,220788000.0,0.0,0.0
SAFE,"Safehold, Inc.",0,10,Jay Sugarman,0,REIT—Diversified,Real Estate,0.0,"Safehold Inc. (NYSE: SAFE) is revolutionizing real estate ownership by providing a new and better way for owners to unlock the value of the land beneath their buildings. Through its modern ground lease capital solution, Safehold helps owners of high quality multifamily, office, industrial, hospitality and mixed-use properties in major markets throughout the United States generate higher returns with less risk. The Company, which is taxed as a real estate investment trust (REIT) and is managed by its largest shareholder, iStar Inc., seeks to deliver safe, growing income and long-term capital appreciation to its shareholders.",297320000.0,276258000.0,-867948736.0,33440000.0
